YEAR,PROJECT_NUMBER_BASE,APPLICATION_ID,ACTIVITY_CODE,MECHANISM,PROJECT_TITLE,INVESTIGATOR,CONG_DISTRICT,LOCATION,INSTITUTION,PROJECT_TYPE,TOTAL_SIC_DOLLARS,TOTAL_SPC_DOLLARS,TOTAL_INTERNATIONAL_DOLLARS,OBLIGATED_DOLLARS,AIDS_DOLLARS,AIDS_PERCENT,AWARD_COUNT,PROJECT_COUNT,APPL_ID,I2_PROJECT_NUM,I2_SUBPROJECT_ID,FUT_YRS,PROJECT_PERIOD_START_DATE,PROJECT_PERIOD_END_DATE,APPL_PERIOD_START_DATE,APPL_PERIOD_END_DATE,EXPIRE_FY,SUB_PROJECT_FLAG,PROJECT_FLAG,I2_TOTAL_OBLIGATION,STUDY_SECTION,PERCENTILE,PRIORITY_SCORE
2013,272201300688-0-99-13                    ,,N01                                     ,CON                                     ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,No Project Type                                                                                                                                                                                                                                                ,,2366,,2366,2366,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,272201300898-0-99-13                    ,,N01                                     ,CON                                     ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,No Project Type                                                                                                                                                                                                                                                ,,2837,,2837,2837,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,272201301024P-0-99-13                   ,,N01                                     ,CON                                     ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,No Project Type                                                                                                                                                                                                                                                ,,10171,,10171,10171,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,272201301072P-099-0-13                  ,,N01                                     ,CON                                     ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,No Project Type                                                                                                                                                                                                                                                ,,3093780,,3093780,3093780,,,,,                           ,    ,,,,,,,,,,    ,,
2013,2752009008U1-0-1-1                      ,,N01                                     ,RMS                                     ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,No Project Type                                                                                                                                                                                                                                                ,38250,15000,,15000,15000,,,,,                           ,    ,,,,,,,,,,    ,,
2013,3 RMS BF022022-03A3                     ,,RMS                                     ,TRNB                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 3                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,3 RMS BF022339-03A3                     ,,RMS                                     ,TRNB                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 3                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,3 RMS BF027252-03A3                     ,,RMS                                     ,TRNB                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 3                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,3 RMS BF092735-03A3                     ,,RMS                                     ,TRNB                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 3                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,3 RMS BF095523-03                       ,,RMS                                     ,TRNB                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 3                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,3 RMS BF097933-03                       ,,RMS                                     ,TRNB                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 3                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,3 RMS BFRMS03                           ,,RMS                                     ,RMS                                     ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 3                                                                                                                                                                                                                                                 ,,,,,,,,0,,                           ,    ,,,,,,,,,,    ,,
2013,3 T34 MHTAP001-02-0001                  ,,T34                                     ,TRNB                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 3                                                                                                                                                                                                                                                 ,,86000,,86000,86000,,,,,                           ,    ,,,,,,,,,,    ,,
2013,5 P03 BF023752-05                       ,,P03                                     ,RPGA                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,5 P50 DA0TAP15-13-0001                  ,,P50                                     ,RSCA                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,1429200,1905600,,1905600,1905600,,,,,                           ,    ,,,,,,,,,,    ,,
2013,5 R01 AI099913-04                       ,,R01                                     ,RPGA                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,41382000,,41382000,41382000,,,,,                           ,    ,,,,,,,,,,    ,,
2013,5 R03 BF020295-05                       ,,R03                                     ,RPGA                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,5 R03 BF022209-03                       ,,R03                                     ,RPGA                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,5 R03 BF023720-03                       ,,R03                                     ,RPGA                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,5 R03 BF023779-05                       ,,R03                                     ,RPGA                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,5 R03 BF023953-37                       ,,R03                                     ,RPGA                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,5 R03 BF025320-05                       ,,R03                                     ,RPGA                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,5 R03 BF027927-03                       ,,R03                                     ,RPGA                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,5 R03 BF032555-23                       ,,R03                                     ,RPGA                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,5 R03 BF035500-27                       ,,R03                                     ,RPGA                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,5 R03 BF052072-35                       ,,R03                                     ,RPGA                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
2013,5 R03 BF052573-23                       ,,R03                                     ,RPGA                                    ,No Project Title                                                                                                                                                                                                                                               ,No Investigator                                                                                                                                                                                                                                                ,No District                                                                                                                                                                                                                                                    ,No Location                                                                                                                                                                                                                                                    ,No Institution                                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,,,,,,,1,,                           ,    ,,,,,,,,,,    ,,
