FY,APPL_ID,"PROJECT_NUM","ABSTRACT_TEXT","SP_CODE"
2013,8415777,"4 UM1 AI069399-07","DESCRIPTION (provided by applicant): Chiang Mai University (CMU), Thailand, is proposing to establish the CMU HIV/AIDS Clinical Trials Unit, Thira Sirisanthana, Principal Investigator. The CMU CTU consists of an administrative component located at the Research Institute for Health Sciences (RIHES), CMU, where the main resources for specimen collection, processing and shipping, clinical laboratory assessments, data management, pharmacy, regulatory compliance, fiscal management and administration are housed. Clinical facilities within walking distance are located at the Faculty of Medicine, CMU. This CTU will have 3 Clinical Research Sites (CRSs), the GMU AIDS Clinical Trials Group Clinical Research Site (CMU ACTG CRS), Khuanchai Supparatpinyo, site leader, affiliated with the newly formed Aids Clinical Trials Group (ACTG) network; the HIV Vaccine Trial Network Clinical Research Site (CMU HVTN CRS), Vinai Suriyanon, site leader, affiliated with the newly formed HIV Vaccine Trial Network (HVTN); and the Pediatrics-Obstetrics Clinical Research Site (CMU PEDOB CRS), Virat Sirisanthana, site leader, which will focus on research priorities in mother-to-child transmission of HIV, as well as optimization of clinical management and translational research in children, adolescents, and pregnant women. RIHES and its collaborators began research in HIV/AIDS in 1988 in studios mounted to monitor infectious disease markers among blood donors. In 1991 with a grant from the Rockefeller Foundation, RIHES studied the epidemiology of HIV infection in military conscripts and later expanded to include other populations, such as sex workers, STD clinic patients, IDUs, non-injecting drug users, factory workers, couples with an infected male partner, and community populations. Collaborative partnership have been formed with the Johns Hopkins University, the Royal Thai Army and the Ministry of Public Health. Research grant support has come from NIAID, NICHD, NIDA, NIMH, CDC/CONRAD, AIDSCAP/USAID, WRAIR, WHO, and the Rockefeller Foundation. Thailand was the first country in Asia with a major AIDS epidemic. The Thai epidemic curve leads those in India, China, and Vietnam by 5 - 10 years.  With the countries of Asia having similar culture, Thailand has the infrastructure and the experience to lead them in the HIV/AIDS prevention and treatment research. Finally, Thailand is perhaps the only county in the world where the CRF_01 AE form of HIV can be optimally studied.         ADMINISTRATIVE COMPONENT:","4D,4E,6B,6C,6D,6E,6J"
2013,8415778,"4 UM1 AI069411-07","DESCRIPTION (provided by applicant):  The overall objective of this proposal is to establish clinical research sites for three HIV/AIDS Clinical Trials Networks: Vaccine Research and Development, HIV Prevention, and Optimization of Clinical Management, including Co-morbidities. The specific aims of the NCAIDS CTU are as follows: (1) To conduct clinical trials assessing the safety, immunogenicity, and efficacy of selected candidate HIV-1 vaccines in high-risk populations; (2)To conduct clinical trials evaluating the efficacy and acceptability of promising behavioral and biomedical intervention strategies for preventing HIV transmission in high risk populations; (3)To conduct clinical trials evaluating new therapies against HIV-infection or co-infections with the goal of optimizing the therapeutic effects, increasing medication adherence, elucidating novel mechanisms, and improving features in resistance and toxicological properties; (4)To ensure the clinical trial capability in China adheres to international standards and good clinical practices in order to evaluate strategies for prevention, intervention, and treatment of HIV infection; (5)To further develop the clinical trial infrastructure and enhance the expertise and skills of Chinese investigators, students, and staff to strengthen the HIV prevention and control efforts in China. The main population for the vaccine and prevention research will be intravenous; drug users living in Urumqi City in Xinjiang Autonomous Region, Longchuan County in Yunnan Province, and Shizhong District of Leshan City in Sichuan Province. Research for the optimization of clinical management will be conducted at Beijing Ditan Hospital, Beijing Youan Hospital, and Guangzhou Number 8 People's Hospital in Guangdong Province. These six proposed sites are qualified for implementing clinical trial protocols and have the capacity to enroll sufficient numbers of study subjects. By adhering to good clinical practices, standard operating procedures, and the study protocols, and conducting quality assurance and control measures, the clinical research in the proposed sites will be implemented well and will meet international standards. The HIV epidemic in China has begun to spread from high risk groups to the general population. China urgently needs to join international research aiming at finding new prevention and treatment methods against HIV. Successful implementation of clinical trials on HIV vaccine, behavioral and biomedical prevention, and treatment will greatly assist efforts to control and prevent HIV/AIDS in China and the rest of the world.         ADMINISTRATIVE COMPONENT:","5A"
2013,8415781,"4 UM1 AI069453-07","DESCRIPTION (provided by applicant): The HIV/AIDS epidemic remains one of the major global health challenges of al time. Currently over 42 million people are living with HIV and, without access to therapy, most will die of AIDS in the next 2 decades. Since 1996, potent antiretroviral therapies in the developed world have made HIV a chronic, manageable disease. For poorer settings, where 95% of the 5 million annual incident infections occur, access to interventions to treat or prevent HIV are limited. There is a great need for both innovative HIV preventive research, that includes adolescent populations, as well as therapeutic research that strives to reduce the burden of disease in poor communities. Based in South Africa, the University of the Witwatersrand's Perinatal HIV Research Unit and its key partner, the Respiratory and Meningeal Pathogens Research Unit are joint applicants in a Soweto Clinical Trials Unit (CTU).This CTU together with four clinical trial research sites (CRS) address the high priority areas of the four Network Leadership Groups of the HVTN, IMPAACT, ACTG and HPTN. This team brings extensive scientific and clinical trial experience to the new network leadership groups, has a long history of community engagement, and has developed previously disadvantaged researchers. As experienced trialists in the HVTN, they propose to contribute to the HVTN's priority research agenda by leading vaccine development teams, conducting phase l/ll trials,  proof of concept  trials in high risk populations and prioritizing adolescent involvement in vaccine research; as pioneers in the field of PMTCT and pediatric therapeutic and co-morbidity research, they will be instrumental in achieving the IMPAACT's agenda in optimizing PMTCT strategies and treatment strategies for children; as investigators in ground breaking prevention research that prioritizes gender and community issues, they will be able to address the HPTN's research priorities; and as researchers involved in HIV therapeutic trials in adults since 1996, in industry-funded, investigator-driven and NIH network affiliated research, they will address the ACTG's specific scientific aims of translational research/drug development, optimization of clinical management and co-morbidities, PMTCT, prevention of HIV-1 infection and therapeutic vaccine development. This research will impact on the burden of HIV in southern Africa by focusing on prevention of new infections and optimizing care of those infected with HIV.      ADMINISTRATIVE COMPONENT:","4D,4E,6B,6E"
2013,8415782,"4 UM1 AI069420-06","In this application, we propose the constitution of the Sao Paulo Clinical Trials Unit (Sao Paulo CTU), in response to the request for application AI-05-002  Units for HIV/AIDS Clinical Trials Networks . The Federal University of Sao Paulo (UNIFESP) will be the host institution for this project. The Sao Paulo CTU will be located in one of the most populated cities in the world in a country with a significant HIV/AIDS epidemic. We propose the establishment of three Clinical Research Sites (CRSs): the CCDI CRS, the CRT-DST/AIDSCRS, both proposing affiliation to the ACTG Leadership, and the HVTU Vila Mariana, proposing affiliation to the HVTN Leadership. The Sao Paulo CTU will be under the responsibility of Dr. Esper Kallas (PI), who will oversee the activities of the Unit's Administrative Core with the support of the Executive Committee, the External Advisory Board, and the Community Advisory Board. The mission of the Sao Paulo CTU is to conduct high quality HIV/AIDS clinical research following the highest ethical and data quality standards. To achieve these goals, the Sao Paulo CTU is proposing to adopt the Balanced Scorecard as the Strategic Management System, which consists in a structured reviewing system. This model will allow the Sao Paulo CTU to translate strategy into operational terms, aligning the team to create synergy, and guaranteeing a continuous review of the processes.    CCDI CRS is a large outpatient clinic located at UNIFESP. Dr. Ricardo Diaz will be the Site Leader. The Site Leader, his staff and the established infrastructure and expertise is proposing to conduct clinical trials inside de ACTG Network.  HVTU Vila Mariana CRS is an already established site for vaccine trials. The Co-Pi and Site Leader, Dr. Artur Kalichman, and his staff have already several ongoing and planned trials, under the coordination of the HVTN Leadership  CRT-DST/AIDS CRS will have Dr. Valdez Madruga as a Site Leader. Dr. Madruga and his staff are already conducting trials for the INSIGHT Leadership and has full capability to join the ACTG Network.    We are also offering the scientific expertise already in place to investigate different aspects of HIV pathogenesis, therapy, and behavior, which may contribute to the capabilities of the ACTG and HVTN Networks to conduct cutting edge clinical trials in a resource limited country with universal access to antiretrovirals.","4D"
2013,8415783,"4 UM1 AI069463-07","DESCRIPTION (provided by applicant): The Wits HIV Research Group (WHRG) is a well-organized, highly effective Clinical Trial Unit (CTU) with an international reputation built on the successful conduct of NIH sponsored multi-centre trails, as well as its work with other international research groups. The WHRG consists of five Clinical Research Sites (CRSs) supported by a coordinating centre. This group has the capacity to undertake research in 5 high priority areas of HIV clinical trial research. The priority areas include Optimization of Clinical Management of HIV; Drug Development and Translational Research; HIV Prevention; Prevention of Mother to Child Transmission of HIV; HIV Vaccine Research and Development; and Microbicide Development. The CTU will link with five leadership networks (ACTG, IMPAACT, Microbicide Network, HVTN and PTN), maximizing scientific and recruitment opportunities by effectively integrating prevention, vaccine and therapeutic clinical trials in children, adolescents and adults. The unit will build on an established track record of the University of the Witwatersrand ACTU (Site#11101), PACTG (Site#8051), HPTN (Site#001-7) and a track record of international collaboration for microbicide research. In addition to our excellent record of research, this CTU contains four sites with letters confirming their status as selected sites for collaboration on four networks. The WHRG has a talented and skilled group of senior investigators with international reputations supported by enthusiastic research teams who are committed to HIV prevention in resource poor settings and the identification and management of acute HIV infections. The research team of the CTU has demonstrated an ability to work collaboratively with each other in all facets of the five networks and on PEPFAR initiatives. It is our aim to create a synergistic, pluri-potential CTU that is able to implement world-class research. In so doing, we also aim to achieve financial and operational efficiencies through centralizing and consolidating critical clinical research functions such as staff training, protocol implementation, regulatory compliance, IRB submission, pharmacy importation and data and quality management. The WHRG has close collaboration and support from the local, provincial and national Departments of Health, as well as from its own institutions.      ADMINISTRATIVE COMPONENT:","3D,3F,6B,6C,6D,6E,6J"
2013,8415818,"5 R01 NS063878-05","DESCRIPTION (provided by applicant): Synaptic N-methyl-D-aspartic acid (NMDA) receptors (NMDARs), composed, in large part, of NR2A-containing NMDARs (NR2ARs), promote cell survival, whereas extrasynaptic NMDARs, NR2B-containing NMDARs (NR2BRs), induce cell death. It is known that a host of macrophage inflammatory and viral products engage NMDARs, but there is very limited information available on how these receptors can be  best  utilized for optimal therapeutic benefit. To this end we seek funds to assess the role of HIV-1-infected and immune competent mononuclear phagocytes (MPs, brain perivascular macrophages and microglia) to affect extrasynaptic NR2BRs. MPs are the natural virus target cells and the key to neuronal dysfunction in HIV-1- associated neurocognitive disorders (HAND). Immunocytochemical, pharmacological and electrophysiological techniques will examine the role of extrasynaptic NR2BRs in HIV-1 infected MP-induced neuronal dysfunction and resultant cognitive impairment in laboratory and animal models of human disease. First, we will examine direct activation of NR2BRs by HIV-1 infected MP and resultant neurotoxic activity. Second, we will investigate the role of NR2BRs in HIV-1 infected MP-induced alteration of synaptic transmission and plasticity. Third, we will study whether HIV-1 infected MP-induced, NR2BR-mediated alteration of cellular and synaptic physiology contributes to HAND, and to explore potential protective effects of NR2BR antagonists in a relevant murine model of HIV disease. Overall, these studies are focused toward not only understanding the role that the subtype and location of NMDARs might play in HAND, but also on developing more realistic means to harness these pathways for therapeutic benefit. If successful, these studies will provide a proper roadmap for expected efficacy of NMDAR antagonists in ameliorating brain injury.","2G"
2013,8415829,"5 R01 AI070101-07","DESCRIPTION (provided by applicant): Hepatitis C virus (HCV) establishes chronic infection in the liver of nearly 80% of those infected and in addition to causing hepatitis, may cause liver cirrhosis and hepatocellular carcinoma. These detrimental long-term sequelae of persistent HCV infection now comprise the leading indication for liver transplantation in the United States. Defining the elements of the immune response that fail or are insufficient to mediate HCV clearance or resolution in the majority of those infected is critical for advancing our understanding of how to therapeutically intervene in HCV disease pathogenesis. It is known in murine models that a subset of liver dendritic cells, pDCs, express the co-inhibitory molecule B7-H1 to mediate PD-1 dependent T cell dysfunction and that another subset, the mDCs, are capable of inhibiting T cell proliferation and inducing T cell apoptosis. Therefore we hypothesized that defects in DC function might contribute to the establishment of chronic HCV infection. In looking at DC populations in HCV-infected liver we observed: (i) a marked absence of a novel population of myeloid DC progenitors, (ii) an influx of mature DCs compared to uninfected liver and (iii) an activated DC population expressing high levels of T cell co-stimulatory and co-inhibitory molecules. Based on these data we now hypothesize that the chronic HCV liver microenvironment promotes the differentiation of myeloid liver DCs, and that these DCs skew HCV-specific T cell responses toward the induction of tolerance through B7-mediated inhibition and aberrant cytokine secretion. We now propose to study the effects of HCV infection on liver DC recruitment and activation and to test the capacity of liver DC subsets from chronically infected patients to process and present HCV-derived antigens to CD4+ and CD8+ T cells. These studies will identify potential defects in the functional DC response to HCV-infection, and will reveal potential targets for therapeutic intervention.","2D"
2013,8415838,"5 R01 AI098485-02","DESCRIPTION (provided by applicant): Tetherin (BST-2 or CD317) is an interferon-inducible transmembrane protein that inhibits virus release from infected cells. Whereas most simian immunodeficiency viruses (SIVs) use Nef to overcome restriction by tetherin in their non-human primate hosts, HIV-1 Vpu and HIV-2 Env have evolved to serve this function in humans due to the absence of sequences in the cytoplasmic domain of human tetherin that confer susceptibility to Nef. We recently identified compensatory changes in the cytoplasmic tail of gp41 that restore resistance to tetherin in a nef-deleted strain of SIV that regained a pathogenic phenotype in rhesus macaques. These observations are analogous to the adaptation of HIV-2 Env for antagonism of human tetherin and imply that resistance to tetherin is important for lentiviral pathogenesis. We have now identified HIV-1 Nef alleles that are able to counteract restriction by human tetherin, underscoring the extraordinary plasticity of the primate lentiviruses in adapting to the tetherin proteins of their hosts and revealing a previously unappreciated role for Nef in HIV-1 infection. The studies outlined in this proposal build on this work to reveal the fundamental mechanisms of lentiviral resistance to tetherin and their role in immunodeficiency virus infection. Our first objective (Aim 1) is to define the molecular interactions and cellular trafficking pathways involved in tetherin antagonism by Nef, and the fate of tetherin (degradation versus sequestration) in SIV-infected cells. These studies will build on work by our group identifying Nef as the viral gene product of SIV that counteracts restriction by tetherin and will lead to a better understanding of the mechanisms of lentiviral resistance to tetherin. Our second objective (Aim 2) is define the genetic changes associated with the gain of anti-tetherin activity by HIV-1 Nef and the mechanism by which HIV-1 Nef counteracts human tetherin. These studies are important for determining how widespread anti-tetherin activity is for Nef alleles of primary HIV-1 isolates, the circumstances that lead to the gain of this function by HIV-1 Nef, and the mechanistic differences in tetherin antagonism by HIV-1 Nef versus SIV Nef. Our third objective (Aim 3) is to assess the natural variation in anti- tetherin activity for primary HIV-2 Ev proteins and to define the sequences in Env required for this activity. These studies will reveal the prevalence/range of anti-tetherin activity for primary HIV-2 Env proteins and the molecular adaptations in Env that contribute to this activity. By comparing the activity of Env alleles derived from individuals with progressive courses of HIV-2 infection to Env alleles derived from asymptomatic individuals who contain virus replication, these studies will reveal whether differences in tetherin antagonism are related to differences in HIV-2 pathogenesis.","2B"
2013,8415848,"5 R01 DA033067-02","DESCRIPTION (provided by applicant): Prevention strategies that aim to test and treat people for HIV infection are undermined by HIV treatment non-adherence and sexually transmitted co-infections (STI). Scalable interventions are urgently needed to sustain low infectiousness by improving HIV treatment adherence and reducing risks for transmitting HIV. This application proposes to test a theory-based behavioral intervention to simultaneously improve HIV treatment adherence and reduce HIV transmission risk behaviors in people living with HIV/AIDS who use alcohol and other drugs. Grounded in Conflict Theory of Decision Making, the intervention will be delivered in a mixed format, with one office-based counseling session followed by four cell phone delivered counseling sessions. The intervention will be conducted in Atlanta and surrounding impoverished areas. Men (n = 250) and women (n = 250) receiving HIV treatment will be recruited from AIDS services and infectious disease clinics. Following informed consent and baseline assessments, participants will be randomly assigned to either an (a) integrated HIV treatment adherence - risk reduction intervention or (b) a time-matched non-contaminating attention control condition. Participants will be followed for 12-months using office-based computerized interviews, unannounced pill counts, and medical chart abstraction. The study will test the hypothesis that a unified, integrated theory-based HIV treatment and risk reduction intervention will reduce HIV transmission risk behaviors, improve HIV treatment adherence, reduce viral load and prevent new STI. The study will also examine the influence of theoretical constructs and structural barriers on intervention outcomes. Factors that predict relapse to non-adherence and risk behaviors in relation to changes in viral load and STI over the 12-month follow-up period will also be a focal point of the study. The intervention under investigation will be among the first to simultaneously address treatment adherence and risk behavior in an integrated model for substance using HIV positive men and women. If shown effective, the intervention model will be ready for immediate dissemination to community and clinical services for people living with HIV/AIDS.","5A"
2013,8415849,"5 R01 DA031285-02","Child Sexual Abuse (CSA) is one of the strongest and most consistent predictors of adolescent problems. Youth who have experienced CSA are at significant risk for early initiation, use, and abuse of substances. For example. research has indicated that adolescent CSA victims are over 3.5 times more likely to report marijuana abuse/dependence compared to non-CSA victims. Other negative sequelae, such as posttraumatic stress disorder (PTSD) and HIV sexual risk behaviors, also have been clearly linked with CSA. Remarkably, no behavioral interventions have been developed and rigorously evaluated for this population that: a) take an integrated approach to targeting such sequelae through use of existing empirically supported interventions; and b) incorporate risk reduction for less symptomatic youth. Risk reduction and treatment tailored to adolescent CSA victims, which addresses the individual, family, and community risk and resiliency factors for adolescent substance use problems and incorporates exposure-based treatment for PTSD symptoms, as well as evidence based prevention interventions for HIV-related sexual behaviors, and is warranted. Risk Reduction through Family Therapy (RRFT) has been developed by the PI, a NIDA-K awardee (K23DA018686) and Early Stage Investigator, for this purpose. Preliminary findings from a Stage 1a feasibility trial and a Stage 1b pilot randomized controlled trial (RCT) are promising, indicating that RRFT can be readily learned and implemented with fidelity, and that it can lead to improvements in drug use and drug use-related risk and protective factors, PTSD symptoms, and HIV sexual risk behaviors (Danielson et al., 2010). In following NIDA's recommended stage model of behavioral therapy development, the overall goal of this application is to conduct a Stage II RCT to more rigorously evaluate the efficacy of RRFT (vs. Treatment As Usual) from pre-treatment through 18 months. The first specific aim of the proposed study is to evaluate the efficacy of RRFT in reducing substance use problems and prognostic factors among CSA victims experiencing trauma-related symptoms. The second specific aim is to evaluate the efficacy of RRFT in reducing PTSD and HIV sexual risk behaviors among this population. In order to better make maximum use of the data from this proposed efficacy trial and to inform potential next steps in this line of treatment research (per NOT-DA-019), preliminary investigation on mechanisms of action in RRFT also will be pursued as an exploratory aim. Specifically, intermediate targets of RRFT, such as parenting practices and emotional reactivity, as putative mechanisms of action for improvements in substance use and PTSD and risky sexual behaviors will be explored. The results of the proposed study will have a significant impact on public health by informing intervention efforts for the multifaceted clinical needs of adolescent CSA victims, who are at high risk for drug use, HIV infection, other problems in adolescence and adulthood. Demonstrating the efficacy of this promising risk reduction and treatment approach could provide a valuable clinical tool for community-based therapists.","5A"
2013,8415857,"5 R21 AI094074-02","DESCRIPTION (provided by applicant): Tuberculosis is still killing millions of people worldwide annually and the emergence of drug-resistant strains rekindles the global concern on public health threatened by TB. The growing prevalence of drug-resistant TB highlights the need for an effective vaccine. BCG, the only licensed TB vaccine, does not reliably protect adults from pulmonary TB. Numerous experimental TB vaccine candidates are not fundamentally superior to BCG in terms of vaccine efficacy in animal models. Conventional approaches to vaccine development, including antigen and adjuvant discovery, may not produce a breakthrough TB vaccine; new paradigms of vaccination are needed. The immune system has regulatory mechanisms to curtail excessive activation and limit tissue damage caused by infections and autoimmunity. Regulatory factors produced by dendritic cells (DC) include cytokines (e.g. IL-10), DC ligands for T cell inhibitory receptors (e.g. PDL1 and PDL2), and intracellular signaling regulators (e.g. SOCS1, SOCS2, and IRAK-M). These act to limit DC-mediated activation of effector T cells and to promote the differentiation of regulatory T cells. Vaccine adjuvants are needed to activate DC for T cell priming, but these adjuvants simultaneously induce the expression of suppressive genes. We hypothesize that the maximum immunostimulatory potential of vaccines is limited by counter-regulatory signals stimulated by the adjuvant. To test that hypothesis we propose the innovative concept of using siRNA to shape the immune response to vaccination. To apply siRNA as a vaccine component, efficient in vivo siRNA delivery is essential. We have developed a novel method for in vivo gene silencing using Glucan encapsulated siRNA Particles (GeRP). The versatility of GeRPs is such that other charged molecules, including protein antigens and adjuvant compounds can be co-packaged with siRNA inside the glucan shells using layer-by-layer synthesis. The resulting particles allow co-delivery of a complete vaccine formula to a DC via the receptor Dectin-1. The first step for proof of concept is to show that silencing one or more candidate suppressive genes (SOCS1, SOCS2, IRAK-M, IL-10, PDL1, and PDL2) by GeRP enhances T cell responses to a vaccine. Experimental approaches include DCs transfected with targeted siRNA or control siRNA and then tested for their ability to activate ovalbumin (OVA)-specific OT-II transgenic T cells in vitro and to sensitize animals with a Mycobacterium tuberculosis antigen (Ag85A) in vivo. The next step will be the incorporation of the best performing siRNA sequences into GeRPs engineered to combine Ag85A, adjuvants, and siRNA in one particle that will ensure each DC sees all components. GeRP vaccine constructs will be tested for their capability to confer a protective immunity in mice against aerosol M. tuberculosis challenge. The efficacy of this novel vaccine will be evaluated for TB prophylaxis, as a post-BCG booster, and as a therapeutic vaccine in combination with antimicrobial therapy. We seek R21 support for the exploratory phase of this TB vaccine project to produce data to support an RO1 proposal with the ultimate goal of developing a GeRP TB vaccine suitable for human clinical trials. In addition to its immediate translational goal, our approach may be applicable more broadly to vaccines against other human pathogens and GeRP vaccination may be validated as a platform to probe pathways of T cell priming and immune regulation using RNAi.","6D"
2013,8415863,"5 R21 AI096999-02","DESCRIPTION (provided by applicant): The human immunodeficiency virus type 1 (HIV) is the etiological agent of AIDS. HIV infection is spread through the virus's ability to package its genome into a ~120 nm protein capsid, surround it with a lipid bilayer, and transmit infectious particles to neighboring cells, tissues and other persons. HIV assembly is driven by Gag polyprotein precursor that alone can assemble and release virus-like particles carrying a dimeric RNA genome. Critical progress in the field has provided us with structural snapshots of individual domains of HIV Gag, structural models of the RNA genome and its packaging signal, the structure of the hexameric capsid lattice, as well as images of intact immature and mature HIV virions. Live cell imaging using fluorescently tagged Gag has allowed direct visualization of HIV assembly in living cells. Yet despite this progress, we face an intellectual gap between available structural snapshots of individual conformations, and the dynamic nature of the assembly process. Here we propose to establish fluorescence correlation spectroscopy (FCS) and single-molecule fluorescence resonance energy transfer (smFRET) imaging to monitor the conformational changes of the capsid and the genome during HIV assembly. Towards this end, we have already established the technology needed to site-specifically label recombinant Gag and genomic RNA molecules with Cy3 and Cy5 fluorophores, which will permit smFRET imaging. Fluorescently labeled Gag and genomic RNA molecules, in the presence of excess unlabeled material, assemble into HIV particles of the correct size in an in vitro assembly reaction that depends on the additional presence of phosphoinositols. With these tools in hand, we will monitor the conformation of a single Gag molecule during the assembly into a viral particle. We have similarly labeled the HIV packaging signal to monitor the conformational dynamics of HIV RNA genomes as they are packaged as dimers into growing HIV particles. A detailed knowledge of the energy landscape and the kinetics of HIV assembly will aid in the identification of novel structural intermediates. This new information will be relevant for the rational design of antiviral therapies.","2B"
2013,8415869,"5 R01 AI089334-03","DESCRIPTION (provided by applicant): Today, the majority of new HIV-1 infections result from heterosexual transmission with HIV-1 CCR5-using, R5 strains. However, there is a tight bottleneck during transmission so that only a single virus variant is transmitted in about 80% of infections. It is not known whether the transmitted viruses carry an advantage over strains that fail to transmit. However, R5 envelopes vary extensively in different properties that are likely to have a strong impact on HIV-1 transmission. These properties include (1) macrophage-tropism, (2) capacity to infect cells via low levels of CCR5 and (3) decreased sensitivity to CCR5 ligands including chemokines. Our hypothesis is that HIV-1 transmission is conferred by envelopes with distinct properties that confer an advantage for transmission. We propose the following aims. Aim 1: To investigate whether transmitted founder/acute envelopes form a distinct subset with particular properties: We will investigate HIV-1 R5 clade B and C envs for the three properties described above. We will include envs from the acute stage of infection including founder envelopes that closely represent transmitted strains. We will compare with R5 envelopes from later disease stages that cover the wide variation in the properties to be investigated. Aim 1 experiments will thus reveal whether transmitted founder/acute envelopes form a distinct subset with a particular set of properties. Aim 2: To evaluate whether founder/acute or other R5 envelopes with specific properties confer an enhanced tropism for Langerhan's cells or ectocervical explant cultures as a model for male-to-female transmission: We will investigate the R5 founder/acute envelopes as well as later disease stage envelopes that cover the variation documented in aim 1. These envelopes will be tested for infection of different DC (including LCs) and ectocervical explant cultures and investigated for trans-infection of T-cells via DCs.  Together, these experiments will help elucidate how different env properties impact on transmission. Aim 3: To identify the envelope determinants that confer efficient infection of ectocervical explant cultures: We will map envelope determinants that confer efficient infection of ectocervical explant cultures.  Our proposal will provide the first comprehensive study of how variation in the properties of R5 envs of different clades impacts on their capacity to infect different DC subsets and ectocervical explant cultures as a model for male-to-female transmission. Importantly, we will identify env properties and determinants that confer efficient transmission. The data obtained will provide new insights into the mechanisms of transmission and help identify vulnerabilities in transmitter envelopes that can be targeted by microbicides and vaccines.","2A"
2013,8415872,"5 UM1 AI069497-07","DESCRIPTION (provided by applicant): 	   The Indo-US collaborative research group, at the Byramjee Jeejeebhoy Medical College (BJMC) in Pune, India, is currently conducting the only NIH-sponsored; Phase III randomized clinical trial for prevention of mother-to-child HIV transmission (MTCT) in India. In response to this RFA, we propose a Clinical Trials Unit (CTU) with a single Clinical Research Site (CRS) that will build upon the success of our existing leadership, organization, clinical trials management procedures, as well as our experienced investigators and staff. Our CTU proposes to participate in trials that will address two research priority areas: 1) Prevention of MTCT and 2) Optimization of Clinical Management of HIV-infected Children. Johns Hopkins University (JHU) will be the primary grantee and will support the CTU leadership, administration, community activities and a single CRS in Pune, through two subcontracts (BJMC and ED SEARCH). BJMC will provide scientific and administrative leadership to the CTU, as well as clinical/laboratory infrastructure and clinical care support for the CRS. BJMC will also utilize the help of the National AIDS Research Institute for specialized laboratory support. ED SEARCH, a registered, Indian, non-profit Trust will provide scientific and administrative leadership, as well as day-to-day management of the CRS, regulatory requirements and good clinical practices. ED SEARCH will also manage support of our Community Advisory Board, as well as our trial recruitment program in 21 community-based clinics run by the Pune Municipal Corporation and the Pimpri Chinchwad Municipal Corporation. Our application reflects a fully-functional, experienced, actively-enrolling CTU that has more than three years of experience conducting the only Phase III HIV prevention clinical trial in India. We also have significant infrastructure, a proven GCP track record, and documented capacity for enrollment and retention of mothers and infants. Since August 2003, our CRS has provided HIV voluntary counseling and testing to more than 54,000 pregnant women in Pune. We have enrolled 593 HIV-infected mothers (20/month) in our current MTCT trial. Our capacity for pediatric treatment trials is supported by our active follow-up of 160 HIV-infected children and a supportive community-based referral program. The trajectory and impact of the global HIV epidemic is shifting to Asia and to India. Therefore, our CTU in Pune is uniquely positioned to contribute to the global efforts to prevent infant HIV infection and to optimize treatment of infected children.      ADMINISTRATIVE COMPONENT:","6B,6C,6D,6E,6J"
2013,8415883,"5 UM1 AI069496-07","The San Francisco Vaccine and Prevention Unit (SFVPU) provides scientific leadership, capacity to recruit study volunteers into vaccine and non-vaccine prevention trials, innovative methods for community engagement in research, and mentorship of junior investigators. We will test vaccine and prevention strategies likely to have the greatest impact in reducing HIV infection in the United States and globally through our affiliation with the HIV Vaccine Trials Network and the HIV Prevention Trials Network. The SFVPU is housed in the San Francisco Department of Public Health, using a non-profit fiscal pass-through agency, Public Health Foundation Enterprises, to provide fiscal and human-resource management.","4D,4E"
2013,8415884,"5 R01 DA030257-03","DESCRIPTION (provided by applicant): There is growing recognition of the substantial burden of HIV infection and the potential for HIV transmission among individuals under the supervision of the criminal justice system. This is, in part, attributable to the high number of drug users under supervision and the close linkages between injection and non-injection drug use and HIV risk behaviors and infection. While there have been a growing number of interventions developed and tested to reduce HIV risk among individuals while they are incarcerated and when they return to the community, few HIV prevention interventions have been tested among the growing numbers of individuals who are diverted to community based supervision and treatment. The proposed study is designed to evaluate the efficacy of a brief, personalized and automated HIV prevention intervention delivered to substance abusing offenders in the City of Philadelphia's drug treatment court program. Despite their well established efficacy in reducing recidivism and drug use (Festinger et al, 2002, Marlowe, Festinger, Dugosh et al., 2007), drug courts have yet to be evaluated in their ability to reduce HIV risk. Given the prevalence of high risk behaviors (e.g., Belenko at al., 2004) and the alarming rates of HIV infection and STIs among criminal offenders (14%-26%: Hammet et al, 2002; Spaulding et al., 2009), drug courts represent an important yet unexplored opportunity to deliver risk reduction interventions. As a centralized component of drug court, case management units typically help clients access adjunctive services and provide consultation on a number of important social and health related issues such as employment, housing, and routine medical care. Although HIV/AIDS risk reduction fits within the domain of services provided by drug court case managers, the addition of more intensive services is constrained by limited staff and resources. Fortunately, there is support for the efficacy of computerized brief interventions for reducing HIV risk (see Noar et al., 2009). We will randomly assign 400 felony drug court participants to receive either a brief computerized HIV intervention or an attention control procedure following their first three case management sessions. We will compare the groups on a number of outcomes including engagement in high risk behaviors, rates of HIV testing, and condom procurement (in addition to condom use measured as a risk behavior). We will also examine the effect of the intervention on drug court related outcomes including case management attendance, graduation rates, and urinalysis confirmed drug use. This study will be the first to examine the efficacy of using a brief, computerized HIV risk reduction intervention in drug courts. Findings will provide useful information on the utility of a practical strategy for reducing HIV risk in the growing population of substance using offenders in our communities. Findings will also have major implications for expanding the focus of drug courts and other community based correction programs beyond reducing criminal recidivism and drug use.","5A"
